country,date,c1m_school_closing,c2m_workplace_closing,c3m_cancel_public_events,c4m_restrictions_on_gatherings,c5m_close_public_transport,c6m_stay_at_home_requirements,c7m_restrictions_on_internal_movement,c8ev_international_travel_controls,e1_income_support,e2_debt_contract_relief,h1_public_information_campaigns,h2_testing_policy,h3_contact_tracing,h6m_facial_coverings,h7_vaccination_policy,v2a_vaccine_availability__summary,stringency_index,containment_health_index,v2_vaccine_availability__summary,stringency_index_nonvax,stringency_index_vax
United States,2020-03-28,3,3,2,4,1,2,2,3,2,1,2,1,1,1,0,0,72.69,59.52,0,72.69,72.69
United States,2020-03-29,3,3,2,4,1,2,2,3,2,1,2,1,1,1,0,0,72.69,59.52,0,72.69,72.69
United States,2020-03-30,3,3,2,4,1,2,2,3,2,1,2,1,1,1,0,0,72.69,59.52,0,72.69,72.69
United States,2020-03-31,3,3,2,4,1,2,2,3,2,1,2,1,1,1,0,0,72.69,59.52,0,72.69,72.69
United States,2020-04-01,3,3,2,4,1,2,2,3,2,1,2,1,1,1,0,0,72.69,59.52,0,72.69,72.69
United States,2020-04-02,3,3,2,4,1,2,2,3,2,1,2,1,1,1,0,0,72.69,59.52,0,72.69,72.69
United States,2020-04-03,3,3,2,4,1,2,2,3,2,1,2,1,1,1,0,0,72.69,59.52,0,72.69,72.69
United States,2020-04-04,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-05,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-06,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-07,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-08,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-09,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-10,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-11,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-12,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-13,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-14,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-15,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-16,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-17,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-18,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-19,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-20,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-21,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-22,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-23,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-24,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-25,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-26,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-27,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-28,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-29,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-04-30,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-01,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-02,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-03,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-04,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-05,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-06,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-07,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-08,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-09,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-10,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-11,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-12,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-13,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-14,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-15,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-16,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-17,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-18,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-19,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-20,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-21,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-22,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-23,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-24,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-25,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-26,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-27,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-28,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-29,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-30,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-05-31,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-01,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-02,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-03,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-04,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-05,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-06,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-07,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-08,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-09,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-10,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-11,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-12,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-13,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-14,3,3,2,4,1,2,2,3,2,1,2,1,1,4,0,0,72.69,64.88,0,72.69,72.69
United States,2020-06-15,3,2,2,4,1,2,2,3,2,1,2,1,1,4,0,0,68.98,62.5,0,68.98,68.98
United States,2020-06-16,3,2,2,4,1,2,2,3,2,1,2,1,1,4,0,0,68.98,62.5,0,68.98,68.98
United States,2020-06-17,3,2,2,4,1,2,2,3,2,1,2,1,1,4,0,0,68.98,62.5,0,68.98,68.98
United States,2020-06-18,3,2,2,4,1,2,2,3,2,1,2,1,1,4,0,0,68.98,62.5,0,68.98,68.98
United States,2020-06-19,3,2,2,4,1,2,2,3,2,1,2,1,1,4,0,0,68.98,62.5,0,68.98,68.98
United States,2020-06-20,3,2,2,4,1,2,2,3,2,1,2,1,1,4,0,0,68.98,62.5,0,68.98,68.98
United States,2020-06-21,3,2,2,4,1,2,2,3,2,1,2,1,1,4,0,0,68.98,62.5,0,68.98,68.98
United States,2020-06-22,3,2,2,4,1,2,2,3,2,1,2,1,1,4,0,0,68.98,62.5,0,68.98,68.98
United States,2020-06-23,3,2,2,4,1,2,2,3,2,1,2,1,1,4,0,0,68.98,62.5,0,68.98,68.98
United States,2020-06-24,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-06-25,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-06-26,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-06-27,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-06-28,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-06-29,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-06-30,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-01,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-02,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-03,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-04,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-05,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-06,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-07,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-08,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-09,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-10,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-11,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-12,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-13,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-14,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-15,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-16,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-17,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-18,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-19,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-20,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-21,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-22,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-23,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-24,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-25,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-26,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-27,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-28,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-29,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-30,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-07-31,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-01,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-02,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-03,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-04,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-05,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-06,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-07,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-08,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-09,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-10,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-11,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-12,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
